wavelength,high_mean,low_mean,high_std,low_std,signature
400,0.07065496484677819,0.057963296868197844,0.008858830973169442,0.004682233843829884,0.012691667978580345
402,0.07414173108963217,0.06062508058344389,0.007675179919052947,0.004013013176691867,0.013516650506188277
404,0.07763321721189001,0.06240988158349568,0.006635551701339423,0.003995461364863907,0.015223335628394327
406,0.0810809283193943,0.06425243107721088,0.006247759751627515,0.004570783901084149,0.016828497242183424
408,0.08279372008796801,0.06570894472847566,0.006042475268722781,0.005079096202846972,0.01708477535949235
410,0.08338715284350239,0.0662865009425581,0.006094700876611814,0.005119295473874013,0.017100651900944286
412,0.0841720220327685,0.06750680251906924,0.006159932285796665,0.005082415790658978,0.01666521951369926
414,0.08634622088593183,0.06891584199000897,0.006311260618465124,0.005402569353925883,0.01743037889592286
416,0.08794376383076846,0.06962067304289525,0.0062710732838326694,0.0057302735040745695,0.01832309078787321
418,0.0889565886687601,0.07045442268721014,0.0064100129580513445,0.005893698541814153,0.018502165981549967
420,0.08867503027887083,0.07063501471488884,0.0067774633121807275,0.005665122350329771,0.018040015563981993
422,0.08668854674820686,0.06915757431376776,0.006980805232592059,0.005023889720929424,0.0175309724344391
424,0.0856256387718542,0.06850740411644657,0.007258045329325489,0.0047355019640083805,0.017118234655407627
426,0.0845599340061743,0.06803740583217872,0.00744720073065605,0.004775465854636632,0.016522528173995576
428,0.08486878136260276,0.06836906436749574,0.0076865249872112035,0.004751088367891927,0.016499716995107022
430,0.08423465969090427,0.06815856243794241,0.00794229659970956,0.004625003822139714,0.016076097252961857
432,0.0850648475148759,0.06871269449272036,0.008080964159399158,0.004704690097257924,0.01635215302215555
434,0.08558117598823084,0.06898886580345315,0.008196761729841207,0.004798932402416082,0.016592310184777692
436,0.08635195633108213,0.06958574242653341,0.008184369463767181,0.004903379904933508,0.016766213904548716
438,0.08742912886997935,0.07034982141126951,0.008165670053570783,0.005060531299579093,0.017079307458709836
440,0.0877008071797463,0.07053162106250213,0.008043781681819562,0.004994671603163268,0.017169186117244176
442,0.08886562360876374,0.07136961873327617,0.008074313698525654,0.005081119885471748,0.017496004875487567
444,0.08924098526328844,0.07166172954915115,0.00810711230149326,0.005134593075146978,0.017579255714137293
446,0.09036207066766161,0.07251752309792385,0.008096601461847935,0.005260501795915041,0.01784454756973776
448,0.09102393828145307,0.07303901904536421,0.008045808470622598,0.005305119204043681,0.01798491923608886
450,0.09162600101391595,0.0733777468118707,0.008041724095238,0.005391350227506686,0.018248254202045247
452,0.09229208493647384,0.07376833741773087,0.008039009752392414,0.005476157567200504,0.018523747518742972
454,0.09291660504819377,0.07422258394645351,0.008098033505640327,0.005637574523064365,0.01869402110174026
456,0.09398556600848043,0.07500534593896034,0.008183226395320752,0.00577283963708332,0.01898022006952009
458,0.09465405928663195,0.07544789384037841,0.00826384631535743,0.005810561620561844,0.019206165446253545
460,0.0956487217155971,0.07620230957895154,0.008396453589264791,0.0059173584140658,0.019446412136645566
462,0.09602068470206314,0.0764023520508024,0.008568092173020585,0.006069690004790537,0.019618332651260742
464,0.0969185945436537,0.07703816842829958,0.008661957827046948,0.006105630548002874,0.019880426115354122
466,0.09769587704003602,0.07758781401536166,0.008750687416879782,0.006167259611189867,0.020108063024674355
468,0.09826920878848787,0.0779504509370747,0.008874867210932955,0.006170948318661505,0.02031875785141317
470,0.09917962404115283,0.07863586814349839,0.008986819781754645,0.006212235297738985,0.020543755897654434
472,0.09945214224442026,0.0787913703323735,0.009056903729235096,0.006332602203461006,0.020660771912046752
474,0.10041924405700142,0.07956911402614288,0.00913488061742206,0.006380008332682552,0.020850130030858546
476,0.1004312025901318,0.0795179720019065,0.009059562548043335,0.006304287357543381,0.020913230588225307
478,0.10101918144408799,0.0800070519595448,0.009139676473946616,0.006311399379287602,0.021012129484543188
480,0.10159604861234958,0.08045368064130223,0.009183952827491702,0.006322248013880459,0.02114236797104735
482,0.10195438110428293,0.08070326259725455,0.0093307234055262,0.006412525314752849,0.021251118507028377
484,0.10261137636865475,0.0812350252999669,0.009465535511592996,0.006505103815105268,0.02137635106868785
486,0.10296475582744605,0.0814818572342779,0.00957972527710673,0.006512338524749279,0.021482898593168154
488,0.10404976889457887,0.0823738623485588,0.009713629081049498,0.006598019855233494,0.02167590654602007
490,0.10459383812647861,0.08278142785731599,0.009853277402052774,0.0066736196133271725,0.021812410269162627
492,0.10567505763684598,0.08364386253224057,0.009990231809298417,0.006758064499205017,0.02203119510460541
494,0.10656601312316366,0.08433208652725058,0.010101723657188599,0.006843553456589605,0.022233926595913084
496,0.10745354044242042,0.08505029734315037,0.010257179791885052,0.006898704174730457,0.022403243099270054
498,0.10847053961969301,0.08582924877476078,0.010411638532359564,0.0069947644351829675,0.02264129084493223
500,0.10926150658965918,0.08642485652832822,0.010545714925697761,0.007076060177833674,0.022836650061330954
502,0.11051959716564977,0.08746842551220524,0.010691726785560619,0.0071788186688754455,0.02305117165344453
504,0.11126192929821872,0.0878765365838883,0.010933762171470131,0.007362314689808528,0.02338539271433042
506,0.11243719782326875,0.08878350102284539,0.011074290830480206,0.00749735726298811,0.023653696800423354
508,0.1133252580421173,0.08940185432275502,0.011229577741928317,0.007635293599492339,0.023923403719362274
510,0.11414380518668009,0.0900148406511013,0.01133458442461549,0.0077541859961021645,0.024128964535578792
512,0.11501222551807515,0.09064907334820246,0.011446023377777436,0.007897091495409132,0.024363152169872684
514,0.11557676953461521,0.0910021977007859,0.011646314942416039,0.008036095420410717,0.024574571833829315
516,0.1166696202995767,0.09183171695328504,0.011787621739231353,0.008183864633102238,0.024837903346291657
518,0.11724850951873142,0.0922077281396032,0.01184690854134706,0.008281908190287004,0.025040781379128213
520,0.11823889598896387,0.09300179167439793,0.011980515258345023,0.00842009249692017,0.02523710431456594
522,0.1190107990062354,0.09359029278418526,0.012161116728203065,0.008539112940835876,0.025420506222050138
524,0.12026826845379832,0.09452997921523665,0.012324180204314316,0.008741973980370913,0.025738289238561668
526,0.12133984264056363,0.09530736714190291,0.012450958608110269,0.008926198974330259,0.026032475498660723
528,0.1221853377037965,0.0959406806518656,0.012591739152654545,0.00897613259650164,0.026244657051930895
530,0.12317607740866049,0.09673782342224291,0.0126850757034162,0.009033447511054258,0.02643825398641758
532,0.12361291860974025,0.0970622829729501,0.012769872251676057,0.009091477988960948,0.02655063563679015
534,0.12487483980808445,0.09811909141950798,0.012875541302216098,0.0091693830499182,0.026755748388576472
536,0.12560399420906182,0.09862774498055843,0.012945881838778091,0.009172276577873057,0.02697624922850339
538,0.1266238644200559,0.09949232211996888,0.013080959121455035,0.00924968941919875,0.027131542300087033
540,0.12737868527013388,0.10011167408509147,0.013252490361413481,0.009322505711165973,0.027267011185042406
542,0.1281346636651858,0.10079256397379227,0.013269479372531721,0.009370778296729531,0.027342099691393534
544,0.12902036549194987,0.10160624712677399,0.013314216697871242,0.009440924734809631,0.027414118365175877
546,0.12943261250264393,0.10196188008967609,0.013349481687884416,0.00950279774644004,0.027470732412967838
548,0.13043620950942308,0.1028452411493566,0.013396671481064784,0.009583670750192622,0.027590968360066484
550,0.1308910089279893,0.10316046550530447,0.013519284472342975,0.009623154407465103,0.027730543422684828
552,0.13174080791436218,0.10382000096040506,0.01362879235203908,0.009703102542667397,0.027920806953957128
554,0.13225760073436157,0.10417564595275002,0.013741255390578067,0.009747151370570499,0.02808195478161156
556,0.13294814419624484,0.10467211335623158,0.013852804101413593,0.009801534341087407,0.02827603084001326
558,0.13372314039788516,0.10524870566371528,0.013963423682242524,0.009878859554804855,0.028474434734169884
560,0.13425160584752677,0.10569434014832124,0.014119710709899543,0.009992732681154508,0.028557265699205525
562,0.13520105323420564,0.10646204157982786,0.01432703064803604,0.010079757544086312,0.028739011654377783
564,0.1355555344022368,0.10655796913214331,0.014546758483876949,0.010082934522422227,0.028997565270093492
566,0.13625103428510915,0.10717888363637221,0.014685715429414934,0.010142587194087255,0.029072150648736944
568,0.1366108329867305,0.10749467875112925,0.014755358165110486,0.010177388469376304,0.029116154235601238
570,0.13706839658927347,0.10781872463208067,0.01488189047965135,0.01022999661765902,0.029249671957192802
572,0.13750844884362934,0.10806944364483434,0.01502405144019537,0.010305629361557858,0.029439005198795
574,0.1377171178986425,0.10818500027762126,0.015159986154061418,0.010367863806467786,0.02953211762102123
576,0.13821024262372195,0.10859573659644917,0.015257802476008749,0.010482795657648881,0.02961450602727278
578,0.1380302955833058,0.10844818785902001,0.015369833577273728,0.010669200146101647,0.02958210772428578
580,0.13845544584798636,0.10878808701375783,0.01548859382207558,0.010786082287873158,0.029667358834228524
582,0.13830594306403016,0.10851264650154235,0.015438680114581603,0.010852127999493266,0.029793296562487803
584,0.13852745710710562,0.1086347415855794,0.015590126571874863,0.01099820809890132,0.029892715521526225
586,0.13862860071152872,0.10864435589522675,0.01575525011988202,0.011146483613312547,0.029984244816301964
588,0.13859040072499473,0.10854440651592545,0.01582184306819453,0.011263929488132443,0.030045994209069282
590,0.13886913924571592,0.10872639523193783,0.015908481046139178,0.011396108372694162,0.03014274401377809
592,0.13877435175956548,0.10854175417984918,0.015809773383410365,0.011412666693151954,0.030232597579716303
594,0.13917884254673268,0.10895106283415744,0.015867859778668714,0.011481814222930651,0.030227779712575245
596,0.13889112141896492,0.10877460769679632,0.015963953027714292,0.01154742283747703,0.0301165137221686
598,0.13925512229697623,0.10908110597770737,0.016041525586482152,0.011598321067723322,0.03017401631926886
600,0.1395198309816826,0.10927613601304854,0.016126995498518922,0.011628175649234561,0.030243694968634063
602,0.13980451766451507,0.10956666209083771,0.01614644888901474,0.011654149911120655,0.030237855573677364
604,0.14045961173475704,0.11014600739902644,0.016215398084550366,0.01167342675860208,0.030313604335730604
606,0.1405123526257125,0.1101738897492077,0.01627023427600921,0.011611114286925593,0.030338462876504782
608,0.1414574104909967,0.11102495711392052,0.016402394234262405,0.011634743542122138,0.030432453377076174
610,0.14182393384907174,0.11133005847533292,0.016592969289474138,0.011670396135816994,0.03049387537373882
612,0.14263317484213894,0.1119735026612677,0.016683061512461055,0.01169798578399393,0.030659672180871247
614,0.14312872941554422,0.11232314108850934,0.016747865707386796,0.011708385890629214,0.03080558832703488
616,0.14377859510589858,0.1128767311887341,0.016967826430808873,0.011728210009869594,0.03090186391716447
618,0.14458037152192954,0.11348466162331819,0.017214121120251905,0.01179661206454129,0.03109570989861135
620,0.144739327620074,0.11364701929095553,0.01730656910820739,0.011844835988384537,0.031092308329118468
622,0.14576815520628655,0.1145169257030319,0.017498695173178713,0.011978464229860451,0.03125122950325465
624,0.145945303633274,0.11456350220893907,0.017636172546932994,0.012179322695067595,0.031381801424334915
626,0.14676141212117064,0.11525990119591506,0.01779245574414874,0.012234100529796987,0.03150151092525558
628,0.1469208835944288,0.1154360661377768,0.017930236163658818,0.012228643604306722,0.03148481745665202
630,0.1474446552097427,0.11582440269183257,0.018143647186676957,0.012341122425280878,0.03162025251791013
632,0.1479163822680471,0.11609536737640999,0.018323644976537077,0.012416356030839267,0.031821014891637106
634,0.14802454836790213,0.11624736596630557,0.01837636916231562,0.01243634288684975,0.03177718240159656
636,0.14872151458137234,0.11684962662661028,0.01847492873566501,0.012544388174055393,0.03187188795476206
638,0.148484277570674,0.11627708065798385,0.018563617588480134,0.012718074361096374,0.03220719691269015
640,0.14906362160353762,0.11675514668946996,0.018685942532792283,0.01279848678865082,0.03230847491406766
642,0.14855740738126944,0.1163144158665819,0.018807181540258875,0.012809366070521978,0.03224299151468754
644,0.14890575027729258,0.11657058315424557,0.018916388066892668,0.012895875764891436,0.032335167123047015
646,0.14911231431420865,0.11676839162693527,0.01901844628038938,0.01300506932586966,0.03234392268727339
648,0.14911536661875735,0.11653482519346106,0.019154472656491044,0.013134454785551307,0.03258054142529629
650,0.14949480838610935,0.11677957114198394,0.019210101614487947,0.013206731819206986,0.03271523724412541
652,0.14846393569333854,0.11585626155545953,0.019388519999413382,0.013282569262407886,0.03260767413787902
654,0.14876560869847527,0.116085234973035,0.01937101586369422,0.01330242098414418,0.032680373725440276
656,0.14850663342381115,0.11597292106407377,0.01918050245167386,0.013089897626575028,0.032533712359737385
658,0.14859557329834583,0.11600243182299054,0.01921532143244352,0.013194817046448466,0.03259314147535529
660,0.1484465909853191,0.11589576552185182,0.01921928163737631,0.013313898723390491,0.03255082546346727
662,0.14824921898952875,0.11578249791859455,0.019122980743102383,0.01328891164849621,0.03246672107093421
664,0.14854133506973685,0.11602993221081309,0.01912520674433602,0.013288029599792856,0.03251140285892376
666,0.14820649288331778,0.11563862370845318,0.01909225375447506,0.013278493297637035,0.032567869174864594
668,0.14915224893807283,0.11635006412627652,0.019220564240488517,0.013377167556280274,0.03280218481179631
670,0.1485502860209062,0.1157956644392599,0.019299387298814873,0.013501719359440648,0.0327546215816463
672,0.1496143135172823,0.11670060127083275,0.01940412581808642,0.013599685666635473,0.03291371224644955
674,0.15003478831369352,0.11711878528505953,0.019429986549670895,0.013587737746878652,0.03291600302863398
676,0.15061999352950867,0.11744366266121023,0.019589066094880092,0.013692903068419573,0.03317633086829844
678,0.1513310740397285,0.11793298499387084,0.01978761232052725,0.01379502510450609,0.03339808904585767
680,0.15119392602559503,0.11775984109194157,0.02010718926555466,0.013830155380515907,0.03343408493365346
682,0.15219619908346146,0.11855699284072677,0.02033214491305083,0.014023083953647913,0.0336392062427347
684,0.15154066684373413,0.11812452244135418,0.020105158702959224,0.01395292589536643,0.033416144402379944
